"DATA_ID","MSISDN","SESSION_START_TIME","SESSION_END_TIME","DATA_VOLUME_MB","SERVICE_TYPE","APN","CHARGE_AMOUNT"
2927,"+251751097004",10-MAY-23 09.44.13.798376000 PM,10-MAY-23 10.51.43.080484000 PM,326.7,"3G","vpn",3.27
2928,"+251751097004",21-MAY-23 07.36.12.156773000 PM,21-MAY-23 08.58.43.720153000 PM,2369.86,"WiFi","vpn",23.7
2929,"+251751097004",18-JUL-23 10.30.26.197595000 PM,19-JUL-23 12.18.15.488811000 AM,1613.63,"2G","internet",16.14
2930,"+251751097004",24-JUN-23 05.39.27.135580000 PM,24-JUN-23 07.09.21.092877000 PM,3725.16,"2G","mms",37.25
2931,"+251751097004",17-MAY-23 02.03.40.862285000 AM,17-MAY-23 04.00.37.343154000 AM,4641.68,"3G","mms",46.42
2932,"+251751097004",13-JUL-23 07.04.41.833068000 AM,13-JUL-23 07.08.29.451942000 AM,3262.56,"4G","mms",32.63
2933,"+251764249538",01-DEC-24 08.58.32.480893000 PM,01-DEC-24 09.16.30.001170000 PM,2398.88,"4G","vpn",23.99
2934,"+251764249538",02-NOV-24 06.08.32.113868000 PM,02-NOV-24 06.47.29.454251000 PM,2987.91,"3G","vpn",29.88
2935,"+251764249538",27-OCT-24 05.24.51.092747000 AM,27-OCT-24 06.26.39.989869000 AM,1262.56,"4G","mms",12.63
2936,"+251764249538",06-DEC-24 06.55.48.709588000 AM,06-DEC-24 08.07.56.067927000 AM,3699.26,"4G","vpn",36.99
2937,"+251764249538",27-JAN-25 12.12.37.168932000 PM,27-JAN-25 12.40.21.180599000 PM,572.65,"4G","mms",5.73
2938,"+251764249538",21-NOV-24 02.29.54.082827000 PM,21-NOV-24 03.46.33.954564000 PM,4376.48,"4G","internet",43.76
2939,"+251764249538",12-NOV-24 09.01.59.665230000 PM,12-NOV-24 10.56.19.598062000 PM,13.06,"3G","internet",0.13
2940,"+251776524992",04-OCT-24 03.06.28.683009000 AM,04-OCT-24 03.09.11.598915000 AM,4018.1,"4G","mms",40.18
2941,"+251776524992",24-NOV-24 10.03.45.229846000 AM,24-NOV-24 10.51.33.201310000 AM,3200.11,"3G","vpn",32
2942,"+251776524992",24-SEP-24 01.30.50.643881000 PM,24-SEP-24 02.45.38.893834000 PM,926.12,"4G","wapservice",9.26
2943,"+251776524992",27-NOV-24 01.57.32.311572000 PM,27-NOV-24 02.10.40.473906000 PM,2951.39,"4G","vpn",29.51
2944,"+251776524992",24-SEP-24 04.20.38.965561000 PM,24-SEP-24 05.08.47.099118000 PM,2889.91,"4G","mms",28.9
2945,"+251776524992",09-OCT-24 05.47.31.173982000 AM,09-OCT-24 07.08.50.320305000 AM,900.09,"4G","wapservice",9
2946,"+251776524992",15-NOV-24 02.57.57.504482000 AM,15-NOV-24 04.41.36.340930000 AM,1059.63,"3G","internet",10.6
2947,"+251787774623",15-SEP-23 02.51.49.529212000 PM,15-SEP-23 02.53.11.326370000 PM,3180.89,"4G","internet",31.81
2948,"+251787774623",28-AUG-23 07.02.22.545122000 AM,28-AUG-23 07.11.12.010958000 AM,97.42,"4G","vpn",0.97
2949,"+251787774623",12-SEP-23 02.42.31.745689000 PM,12-SEP-23 03.45.23.774139000 PM,2017.41,"4G","wapservice",20.17
2950,"+251787774623",28-OCT-23 03.19.52.717499000 AM,28-OCT-23 04.03.39.434890000 AM,2061.78,"3G","vpn",20.62
2951,"+251787774623",05-OCT-23 02.47.55.372475000 AM,05-OCT-23 02.51.27.392629000 AM,1239.5,"3G","internet",12.4
2952,"+251787774623",31-AUG-23 04.26.04.570252000 AM,31-AUG-23 05.22.21.171220000 AM,381.91,"4G","vpn",3.82
2953,"+251796825910",18-JUL-25 04.13.17.620210000 AM,18-JUL-25 05.27.50.003525000 AM,740.77,"3G","internet",7.41
2954,"+251796825910",27-APR-25 11.29.49.435979000 AM,27-APR-25 01.19.29.515952000 PM,2528.5,"4G","wapservice",25.29
2955,"+251796825910",20-MAY-25 06.13.51.321189000 AM,20-MAY-25 07.01.27.264945000 AM,4102.29,"4G","mms",41.02
2956,"+251796825910",11-JUN-25 09.32.10.511473000 AM,11-JUN-25 09.53.22.143563000 AM,3335.71,"4G","internet",33.36
2957,"+251796825910",25-APR-25 02.11.05.029086000 PM,25-APR-25 02.14.08.564200000 PM,4201.3,"4G","wapservice",42.01
2958,"+251796825910",09-MAY-25 04.57.04.321245000 AM,09-MAY-25 05.08.31.013848000 AM,861.58,"4G","vpn",8.62
2959,"+251796825910",10-JUN-25 04.06.05.502925000 AM,10-JUN-25 04.23.47.032754000 AM,2439.71,"4G","mms",24.4
2960,"+251796825910",13-JUL-25 11.49.39.048818000 AM,13-JUL-25 01.27.38.561470000 PM,133.46,"4G","internet",1.33
2961,"+251738590628",13-FEB-24 11.11.22.635992000 AM,13-FEB-24 11.27.21.224628000 AM,2060.14,"4G","mms",20.6
2962,"+251738590628",20-APR-24 08.02.44.331072000 PM,20-APR-24 09.57.37.148126000 PM,457.18,"4G","mms",4.57
2963,"+251738590628",24-JAN-24 01.54.11.398051000 PM,24-JAN-24 01.59.32.080531000 PM,1942.18,"4G","wapservice",19.42
2964,"+251738590628",07-APR-24 05.25.42.127895000 PM,07-APR-24 06.07.19.877742000 PM,2996.16,"3G","wapservice",29.96
2965,"+251738590628",08-FEB-24 11.37.28.913112000 AM,08-FEB-24 01.00.06.963796000 PM,1010.88,"4G","internet",10.11
2966,"+251738590628",23-FEB-24 06.39.30.011136000 PM,23-FEB-24 06.43.03.760348000 PM,4926.33,"3G","internet",49.26
2967,"+251741615043",12-AUG-23 08.56.04.131335000 PM,12-AUG-23 09.33.08.288765000 PM,4895.26,"3G","vpn",48.95
2968,"+251741615043",02-MAY-23 03.02.28.346413000 AM,02-MAY-23 03.36.46.358044000 AM,1202.9,"3G","internet",12.03
2969,"+251741615043",31-MAY-23 12.33.53.992122000 PM,31-MAY-23 01.12.11.838413000 PM,2163.04,"4G","vpn",21.63
2970,"+251741615043",08-JUN-23 09.19.55.343938000 PM,08-JUN-23 10.57.27.742734000 PM,3408.8,"4G","wapservice",34.09
2971,"+251741615043",02-AUG-23 11.01.32.011273000 PM,03-AUG-23 12.25.07.341511000 AM,2786.01,"4G","internet",27.86
2972,"+251741615043",20-JUN-23 04.00.47.940184000 AM,20-JUN-23 05.22.02.491484000 AM,3971.24,"3G","wapservice",39.71
2973,"+251741615043",01-JUN-23 02.06.24.856561000 AM,01-JUN-23 02.32.50.503130000 AM,1538.07,"3G","wapservice",15.38
2974,"+251741615043",12-MAY-23 09.17.46.553571000 PM,12-MAY-23 10.37.24.267603000 PM,4114.32,"4G","vpn",41.14
2975,"+251759173144",17-OCT-24 05.01.24.666696000 AM,17-OCT-24 05.44.00.416895000 AM,1868.69,"4G","wapservice",18.69
2976,"+251759173144",18-AUG-24 05.55.13.619096000 PM,18-AUG-24 07.02.11.666375000 PM,3773.27,"4G","mms",37.73
2977,"+251759173144",06-NOV-24 04.05.58.971101000 AM,06-NOV-24 05.56.12.749436000 AM,2280.51,"3G","internet",22.81
2978,"+251759173144",03-SEP-24 05.01.28.834476000 PM,03-SEP-24 06.44.25.442453000 PM,2097.65,"4G","internet",20.98
2979,"+251759173144",10-AUG-24 02.32.55.190274000 AM,10-AUG-24 02.40.10.021452000 AM,2096.72,"3G","mms",20.97
2980,"+251759173144",23-OCT-24 09.43.44.196205000 PM,23-OCT-24 11.32.51.910416000 PM,2033.98,"2G","wapservice",20.34
2981,"+251763177297",27-DEC-25 03.59.46.032343000 AM,27-DEC-25 04.32.39.534356000 AM,4686.09,"4G","internet",46.86
2982,"+251763177297",01-NOV-25 11.42.57.667259000 AM,01-NOV-25 01.18.19.874696000 PM,1738.45,"4G","internet",17.38
2983,"+251763177297",13-DEC-25 05.17.55.500686000 AM,13-DEC-25 05.39.36.665555000 AM,1728.13,"4G","internet",17.28
2984,"+251763177297",05-JAN-26 02.32.00.150338000 AM,05-JAN-26 04.15.39.627952000 AM,3146.71,"3G","vpn",31.47
2985,"+251763177297",23-OCT-25 11.50.51.381952000 PM,24-OCT-25 12.34.17.643144000 AM,4907.57,"4G","wapservice",49.08
2986,"+251763177297",07-JAN-26 01.59.36.540553000 AM,07-JAN-26 03.31.51.397432000 AM,533.47,"4G","vpn",5.33
2987,"+251773956164",22-AUG-25 09.11.03.540021000 AM,22-AUG-25 09.56.23.869046000 AM,4783.41,"5G","internet",47.83
2988,"+251773956164",27-JUL-25 05.02.13.498137000 AM,27-JUL-25 06.10.43.764829000 AM,654.22,"3G","internet",6.54
2989,"+251773956164",06-JUL-25 02.07.57.367991000 AM,06-JUL-25 02.48.19.836157000 AM,749.08,"3G","mms",7.49
2990,"+251773956164",19-AUG-25 01.47.50.666902000 AM,19-AUG-25 02.42.40.583975000 AM,4703.16,"4G","vpn",47.03
2991,"+251773956164",08-JUL-25 07.55.11.864197000 AM,08-JUL-25 09.44.22.235823000 AM,3074.61,"5G","internet",30.75
2992,"+251773956164",22-AUG-25 04.22.04.736092000 PM,22-AUG-25 05.53.34.936948000 PM,2528.49,"4G","mms",25.28
2993,"+251773956164",09-AUG-25 06.10.38.066234000 AM,09-AUG-25 06.25.38.045212000 AM,4737.49,"4G","wapservice",47.37
2994,"+251773956164",10-JUL-25 12.32.46.648038000 AM,10-JUL-25 02.15.30.729377000 AM,2656.72,"WiFi","vpn",26.57
2995,"+251789662131",28-AUG-24 05.28.11.586396000 AM,28-AUG-24 06.53.16.925897000 AM,4403.91,"4G","wapservice",44.04
2996,"+251789662131",14-JUN-24 03.12.30.207810000 PM,14-JUN-24 04.54.13.411758000 PM,4194.71,"2G","vpn",41.95
2997,"+251789662131",19-JUN-24 12.25.31.799829000 PM,19-JUN-24 12.40.26.525503000 PM,664.9,"3G","wapservice",6.65
2998,"+251794951302",01-DEC-24 11.40.27.475357000 PM,02-DEC-24 12.48.02.994198000 AM,4037.16,"4G","wapservice",40.37
2999,"+251794951302",06-JAN-25 03.14.47.375987000 PM,06-JAN-25 04.32.06.187176000 PM,1631.59,"WiFi","internet",16.32
3000,"+251794951302",27-FEB-25 08.58.18.771002000 AM,27-FEB-25 09.44.35.507100000 AM,2363.32,"3G","mms",23.63
3001,"+251706947887",18-AUG-24 09.21.43.400761000 PM,18-AUG-24 10.18.30.098341000 PM,4556.67,"2G","internet",45.57
3002,"+251706947887",01-JUN-24 12.41.41.082436000 AM,01-JUN-24 02.24.58.996178000 AM,1331.87,"4G","internet",13.32
3003,"+251706947887",27-JUN-24 06.15.44.152418000 AM,27-JUN-24 07.14.32.593521000 AM,2438.9,"4G","wapservice",24.39
3004,"+251706947887",24-JUN-24 05.18.07.065643000 AM,24-JUN-24 06.29.15.853877000 AM,447.72,"3G","mms",4.48
3005,"+251711261502",08-JAN-24 01.51.41.836732000 PM,08-JAN-24 02.48.44.147665000 PM,3699.79,"3G","mms",37
3006,"+251711261502",23-JAN-24 03.11.15.302689000 AM,23-JAN-24 03.51.27.516424000 AM,1937.97,"4G","wapservice",19.38
3007,"+251711261502",16-FEB-24 08.00.55.743133000 AM,16-FEB-24 08.16.24.307031000 AM,420.26,"4G","mms",4.2
3008,"+251711261502",05-JAN-24 10.38.41.743453000 AM,05-JAN-24 12.26.56.950456000 PM,3004.54,"4G","mms",30.05
3009,"+251726637147",15-OCT-24 08.35.59.940905000 PM,15-OCT-24 09.56.47.848058000 PM,2000.96,"3G","vpn",20.01
3010,"+251726637147",28-OCT-24 07.52.12.875617000 PM,28-OCT-24 09.19.14.372944000 PM,763.12,"4G","vpn",7.63
3011,"+251726637147",08-SEP-24 11.03.50.144258000 PM,09-SEP-24 12.07.00.329931000 AM,738.44,"3G","internet",7.38
3012,"+251726637147",06-OCT-24 06.17.32.618421000 PM,06-OCT-24 07.17.14.844476000 PM,1160.34,"4G","wapservice",11.6
3013,"+251726637147",07-SEP-24 07.34.34.185004000 AM,07-SEP-24 09.31.19.086066000 AM,2131.89,"WiFi","wapservice",21.32
3014,"+251726637147",21-NOV-24 05.50.33.748343000 AM,21-NOV-24 07.11.47.625449000 AM,4034.03,"5G","wapservice",40.34
3015,"+251726637147",02-NOV-24 09.59.45.484707000 AM,02-NOV-24 11.19.27.332232000 AM,626.24,"3G","internet",6.26
3016,"+251726637147",17-SEP-24 12.38.56.220576000 AM,17-SEP-24 01.39.35.210540000 AM,2970.83,"4G","mms",29.71
3017,"+251736342540",14-OCT-25 03.33.18.092589000 AM,14-OCT-25 04.55.04.169394000 AM,2873.51,"4G","mms",28.74
3018,"+251736342540",10-NOV-25 10.32.03.651352000 PM,10-NOV-25 11.11.58.823849000 PM,4426.22,"4G","mms",44.26
3019,"+251736342540",05-OCT-25 02.41.47.378092000 PM,05-OCT-25 04.31.43.020843000 PM,1737.32,"3G","mms",17.37
3020,"+251744996413",20-JUN-24 02.18.19.798148000 PM,20-JUN-24 03.21.57.501446000 PM,1110.44,"3G","mms",11.1
3021,"+251744996413",28-MAY-24 10.16.39.990209000 AM,28-MAY-24 10.51.33.637836000 AM,2512.2,"2G","internet",25.12
3022,"+251744996413",07-JUN-24 08.40.04.393070000 PM,07-JUN-24 09.58.56.220982000 PM,4278.85,"4G","mms",42.79
3023,"+251744996413",13-JUN-24 07.57.12.627333000 PM,13-JUN-24 08.52.33.273857000 PM,1164.71,"4G","vpn",11.65
3024,"+251744996413",18-MAY-24 03.06.39.972920000 AM,18-MAY-24 03.19.40.444170000 AM,4162.89,"4G","mms",41.63
3025,"+251744996413",01-JUL-24 11.54.54.734252000 AM,01-JUL-24 12.16.08.864693000 PM,1915.37,"3G","vpn",19.15
3026,"+251752351577",04-JAN-25 06.28.47.406887000 PM,04-JAN-25 06.43.37.566973000 PM,4140.14,"4G","vpn",41.4
3027,"+251752351577",03-MAR-25 04.29.07.918589000 PM,03-MAR-25 06.18.30.077501000 PM,202.69,"3G","mms",2.03
3028,"+251752351577",26-DEC-24 08.12.50.449773000 PM,26-DEC-24 09.49.20.856537000 PM,1950.48,"3G","wapservice",19.5
3029,"+251752351577",08-JAN-25 11.31.22.492298000 AM,08-JAN-25 01.03.35.816101000 PM,3260.42,"2G","internet",32.6
3030,"+251752351577",21-FEB-25 08.09.46.050643000 AM,21-FEB-25 08.52.18.315560000 AM,2584.13,"4G","internet",25.84
3031,"+251752351577",14-MAR-25 04.45.04.956438000 AM,14-MAR-25 06.14.31.476392000 AM,1703.57,"2G","vpn",17.04
3032,"+251752351577",28-DEC-24 08.33.10.762310000 AM,28-DEC-24 09.08.22.901422000 AM,928.46,"4G","wapservice",9.28
3033,"+25176659850.",10-JUL-23 06.45.05.899185000 PM,10-JUL-23 08.31.09.383074000 PM,2400.56,"4G","mms",24.01
3034,"+25176659850.",06-JUN-23 12.40.11.317629000 AM,06-JUN-23 01.32.02.920482000 AM,3898.55,"3G","internet",38.99
3035,"+25176659850.",23-AUG-23 09.46.54.148547000 AM,23-AUG-23 10.04.56.316474000 AM,1552.79,"3G","vpn",15.53
3036,"+25176659850.",08-JUL-23 10.53.11.515483000 PM,08-JUL-23 11.26.25.354324000 PM,3500.99,"4G","internet",35.01
3037,"+251775953226",01-MAR-24 10.13.52.322955000 PM,01-MAR-24 11.18.27.348210000 PM,1317.03,"4G","internet",13.17
3038,"+251775953226",01-DEC-23 03.00.43.162917000 PM,01-DEC-23 03.41.52.862896000 PM,4174.21,"3G","mms",41.74
3039,"+251775953226",11-FEB-24 11.07.20.160617000 PM,11-FEB-24 11.58.28.318356000 PM,1996.37,"4G","internet",19.96
3040,"+251775953226",07-DEC-23 08.45.23.896033000 PM,07-DEC-23 10.40.34.610524000 PM,4785.07,"4G","internet",47.85
3041,"+251775953226",21-DEC-23 07.20.53.363400000 PM,21-DEC-23 08.42.50.750142000 PM,235.41,"3G","mms",2.35
3042,"+25178292604.",15-JAN-23 05.33.34.860375000 AM,15-JAN-23 05.49.11.549456000 AM,4238.41,"3G","wapservice",42.38
3043,"+25178292604.",21-FEB-23 06.40.23.016308000 AM,21-FEB-23 08.19.20.052462000 AM,2894.81,"3G","vpn",28.95
3044,"+25178292604.",16-JAN-23 12.14.00.839713000 PM,16-JAN-23 12.56.16.132023000 PM,4315.66,"4G","wapservice",43.16
3045,"+25178292604.",26-MAR-23 09.49.27.366098000 AM,26-MAR-23 10.38.56.803707000 AM,3675.24,"4G","vpn",36.75
3046,"+25178292604.",16-FEB-23 10.25.07.163487000 PM,16-FEB-23 11.46.31.936310000 PM,3016.04,"4G","wapservice",30.16
3047,"+25178292604.",15-MAR-23 07.52.13.726710000 PM,15-MAR-23 07.57.56.056626000 PM,919.82,"4G","mms",9.2
3048,"+25178292604.",03-FEB-23 01.30.01.931205000 PM,03-FEB-23 03.15.01.065387000 PM,191.87,"4G","vpn",1.92
3049,"+25179275206.",15-DEC-24 04.19.07.999318000 PM,15-DEC-24 05.11.43.641234000 PM,2195.3,"3G","internet",21.95
3050,"+25179275206.",03-NOV-24 10.43.14.147642000 PM,04-NOV-24 12.12.50.277893000 AM,2932.39,"2G","internet",29.32
3051,"+25179275206.",25-NOV-24 05.15.30.402676000 AM,25-NOV-24 05.22.05.305653000 AM,2635.96,"4G","vpn",26.36
3052,"+25179275206.",14-NOV-24 06.59.09.181989000 AM,14-NOV-24 08.32.09.656651000 AM,1575.02,"4G","mms",15.75
3053,"+25179275206.",11-NOV-24 09.39.54.415410000 PM,11-NOV-24 09.45.16.390789000 PM,1023.47,"2G","mms",10.23
3054,"+25179275206.",14-NOV-24 01.08.06.908593000 AM,14-NOV-24 01.35.28.764640000 AM,4641.85,"2G","mms",46.42
3055,"+25179275206.",17-JAN-25 08.05.33.803552000 PM,17-JAN-25 09.39.21.526630000 PM,4603.75,"4G","wapservice",46.04
3056,"+25173431130.",29-FEB-24 09.50.42.782817000 AM,29-FEB-24 10.34.03.348331000 AM,3742.4,"4G","mms",37.42
3057,"+25173431130.",23-FEB-24 05.58.54.597293000 PM,23-FEB-24 06.25.56.098803000 PM,4745.5,"4G","internet",47.46
3058,"+25173431130.",08-FEB-24 04.18.51.596030000 AM,08-FEB-24 06.15.54.961642000 AM,4366.68,"2G","wapservice",43.67
3059,"+25173431130.",12-DEC-23 02.33.12.631183000 PM,12-DEC-23 02.58.15.240133000 PM,1692.94,"4G","mms",16.93
3060,"+25173431130.",05-MAR-24 08.22.00.547132000 PM,05-MAR-24 09.36.05.976323000 PM,3925.82,"4G","internet",39.26
3061,"+251741896583",20-MAR-23 08.55.49.407356000 PM,20-MAR-23 10.41.14.376291000 PM,4482.67,"3G","mms",44.83
3062,"+251741896583",07-MAY-23 08.18.07.073196000 AM,07-MAY-23 09.11.18.605764000 AM,36.38,"WiFi","vpn",0.36
3063,"+251741896583",18-MAR-23 06.24.05.154958000 PM,18-MAR-23 06.26.42.462389000 PM,3471.69,"4G","vpn",34.72
3064,"+251741896583",03-FEB-23 04.15.45.491242000 AM,03-FEB-23 05.00.57.593087000 AM,20.09,"3G","wapservice",0.2
3065,"+251741896583",07-MAR-23 09.13.47.980903000 PM,07-MAR-23 09.20.30.816732000 PM,4263.69,"4G","mms",42.64
3066,"+251741896583",21-MAR-23 02.53.14.561094000 AM,21-MAR-23 03.05.54.572816000 AM,3885.45,"3G","internet",38.85
3067,"+251741896583",05-MAY-23 09.51.49.973386000 AM,05-MAY-23 10.29.32.535378000 AM,2357.06,"3G","internet",23.57
3068,"+251741896583",17-MAR-23 11.26.44.024244000 AM,17-MAR-23 12.20.34.647956000 PM,1376.31,"4G","mms",13.76
3069,"+251752808030",04-JUN-24 12.37.50.350870000 AM,04-JUN-24 01.03.38.433277000 AM,770.21,"4G","wapservice",7.7
3070,"+251752808030",06-MAY-24 03.10.35.903070000 AM,06-MAY-24 04.26.41.351821000 AM,2973.03,"2G","vpn",29.73
3071,"+251752808030",27-MAY-24 08.41.10.163758000 PM,27-MAY-24 09.38.42.550683000 PM,3585.63,"3G","wapservice",35.86
3072,"+251752808030",08-MAY-24 07.04.36.514419000 AM,08-MAY-24 07.20.49.184107000 AM,4076.67,"4G","wapservice",40.77
3073,"+251752808030",14-JUN-24 05.43.58.067502000 AM,14-JUN-24 07.42.14.249764000 AM,494.42,"4G","wapservice",4.94
3074,"+251768061846",26-MAY-25 04.08.13.949664000 PM,26-MAY-25 05.57.59.365930000 PM,2814.27,"3G","mms",28.14
3075,"+251768061846",27-AUG-25 08.48.10.772444000 AM,27-AUG-25 10.07.23.480230000 AM,1837.35,"4G","mms",18.37
3076,"+251768061846",18-MAY-25 11.36.46.982098000 AM,18-MAY-25 01.29.33.539201000 PM,2657.35,"4G","vpn",26.57
3077,"+251768061846",31-JUL-25 12.37.55.704408000 AM,31-JUL-25 01.14.43.015313000 AM,4296.18,"4G","vpn",42.96
3078,"+251771585339",14-MAR-25 02.00.54.448831000 AM,14-MAR-25 02.12.09.142388000 AM,1312.51,"3G","internet",13.13
3079,"+251771585339",11-MAR-25 07.34.56.075530000 PM,11-MAR-25 08.16.30.238996000 PM,1411.63,"3G","mms",14.12
3080,"+251771585339",20-MAR-25 03.39.44.214545000 PM,20-MAR-25 04.54.47.037823000 PM,2087.66,"4G","wapservice",20.88
3081,"+251771585339",08-APR-25 08.36.34.747768000 PM,08-APR-25 09.22.54.378761000 PM,2790.32,"4G","mms",27.9
3082,"+251771585339",12-APR-25 03.15.29.001464000 AM,12-APR-25 03.22.57.503228000 AM,3449.88,"4G","vpn",34.5
3083,"+251771585339",25-MAY-25 06.24.40.653663000 PM,25-MAY-25 06.42.57.168206000 PM,3066.25,"4G","mms",30.66
3084,"+251771585339",15-APR-25 01.18.11.901950000 AM,15-APR-25 02.11.40.227557000 AM,2660.19,"4G","wapservice",26.6
3085,"+251783706047",14-OCT-23 10.35.14.494850000 AM,14-OCT-23 11.05.05.359308000 AM,1791.14,"4G","vpn",17.91
3086,"+251783706047",30-OCT-23 06.00.05.778621000 AM,30-OCT-23 07.29.41.530554000 AM,724.85,"3G","internet",7.25
3087,"+251783706047",24-JUL-23 04.13.57.162664000 AM,24-JUL-23 05.32.48.734806000 AM,3146.3,"4G","vpn",31.46
3088,"+251783706047",30-JUL-23 08.33.41.159610000 AM,30-JUL-23 09.11.39.887625000 AM,1218.84,"4G","vpn",12.19
3089,"+251783706047",26-OCT-23 02.35.34.512952000 AM,26-OCT-23 03.22.44.776269000 AM,1234.93,"3G","internet",12.35
3090,"+251783706047",27-AUG-23 05.57.11.518125000 AM,27-AUG-23 07.20.29.119707000 AM,2008.07,"3G","vpn",20.08
3091,"+251798416412",03-FEB-23 06.45.28.839929000 AM,03-FEB-23 07.33.56.611255000 AM,47.19,"4G","vpn",0.47
3092,"+251798416412",19-FEB-23 03.06.52.462789000 PM,19-FEB-23 04.44.44.584141000 PM,1060.96,"4G","mms",10.61
3093,"+251798416412",28-JAN-23 05.54.29.236763000 PM,28-JAN-23 06.50.10.372010000 PM,1530.63,"4G","vpn",15.31
3094,"+251798416412",22-DEC-22 03.31.17.010641000 AM,22-DEC-22 04.52.28.704841000 AM,2488.13,"3G","vpn",24.88
3095,"+251798416412",23-FEB-23 08.58.55.091539000 PM,23-FEB-23 10.48.50.743650000 PM,338.49,"4G","vpn",3.38
3096,"+251798416412",25-DEC-22 06.57.53.234245000 AM,25-DEC-22 08.52.08.851979000 AM,2666.35,"2G","mms",26.66
3097,"+251798416412",27-DEC-22 02.45.36.777018000 PM,27-DEC-22 04.29.04.584247000 PM,1387.51,"WiFi","vpn",13.88
3098,"+251798416412",18-MAR-23 12.17.59.499243000 PM,18-MAR-23 01.22.18.323638000 PM,2377.8,"4G","mms",23.78
3099,"+251702522048",29-DEC-22 08.56.31.731044000 PM,29-DEC-22 09.26.35.194930000 PM,3647.17,"3G","wapservice",36.47
3100,"+251702522048",10-DEC-22 10.44.26.212264000 AM,10-DEC-22 11.39.17.013451000 AM,2057.14,"4G","vpn",20.57
3101,"+251702522048",11-JAN-23 09.43.29.630968000 AM,11-JAN-23 11.30.36.497372000 AM,4756.37,"3G","wapservice",47.56
3102,"+251702522048",21-DEC-22 06.40.15.675250000 PM,21-DEC-22 08.06.22.339362000 PM,2111.19,"4G","internet",21.11
3103,"+251702522048",22-DEC-22 01.57.33.568263000 AM,22-DEC-22 03.32.35.867239000 AM,1157.34,"4G","vpn",11.57
3104,"+251702522048",22-JAN-23 12.24.04.248026000 PM,22-JAN-23 12.57.28.808236000 PM,583.49,"2G","wapservice",5.83
3105,"+251711048086",21-JUN-23 09.12.32.704738000 PM,21-JUN-23 09.16.24.198440000 PM,3652.14,"4G","vpn",36.52
3106,"+251711048086",22-AUG-23 01.46.44.124026000 PM,22-AUG-23 02.05.45.852970000 PM,1735.49,"2G","mms",17.35
3107,"+251711048086",20-JUN-23 05.31.06.780527000 PM,20-JUN-23 06.00.59.880690000 PM,3213.48,"WiFi","wapservice",32.13
3108,"+251711048086",16-JUN-23 06.14.00.787457000 PM,16-JUN-23 07.13.25.163976000 PM,4823.38,"2G","vpn",48.23
3109,"+251724529670",08-AUG-24 06.37.01.163670000 PM,08-AUG-24 08.09.33.534310000 PM,2991.16,"4G","wapservice",29.91
3110,"+251724529670",16-AUG-24 01.03.36.925442000 PM,16-AUG-24 01.44.20.572044000 PM,967.28,"4G","internet",9.67
3111,"+251724529670",08-JUL-24 11.26.04.579287000 PM,09-JUL-24 01.22.19.477863000 AM,3892.22,"4G","vpn",38.92
3112,"+251724529670",31-MAY-24 06.43.48.222446000 PM,31-MAY-24 08.34.57.827245000 PM,2656.66,"3G","vpn",26.57
3113,"+251739525646",26-OCT-23 01.30.46.786283000 PM,26-OCT-23 02.54.55.072096000 PM,1520.69,"2G","vpn",15.21
3114,"+251739525646",05-DEC-23 03.50.47.417904000 AM,05-DEC-23 04.57.10.074779000 AM,923.17,"3G","mms",9.23
3115,"+251739525646",29-NOV-23 01.11.03.035204000 AM,29-NOV-23 02.40.28.543234000 AM,396.1,"4G","mms",3.96
3116,"+251739525646",23-DEC-23 02.21.53.890328000 PM,23-DEC-23 02.38.17.735130000 PM,4155.38,"3G","vpn",41.55
3117,"+251739525646",30-NOV-23 08.07.23.342937000 AM,30-NOV-23 09.54.31.749252000 AM,1229.46,"4G","wapservice",12.29
3118,"+251739525646",05-DEC-23 03.38.27.182060000 AM,05-DEC-23 05.34.02.088748000 AM,680.25,"3G","wapservice",6.8
3119,"+25174417248.",19-MAR-24 05.21.02.556162000 PM,19-MAR-24 05.58.50.899935000 PM,2647.44,"4G","wapservice",26.47
3120,"+25174417248.",11-MAR-24 07.51.50.391552000 AM,11-MAR-24 08.15.25.265036000 AM,653.28,"4G","internet",6.53
3121,"+25174417248.",29-FEB-24 11.11.27.904874000 PM,01-MAR-24 12.28.40.933325000 AM,3318.86,"2G","mms",33.19
3122,"+251754650944",27-MAR-25 06.15.33.312089000 PM,27-MAR-25 07.56.00.246205000 PM,458.25,"4G","vpn",4.58
3123,"+251754650944",19-MAR-25 11.48.27.769528000 PM,20-MAR-25 12.38.51.955202000 AM,4504.95,"4G","internet",45.05
3124,"+251754650944",19-APR-25 05.43.12.142826000 PM,19-APR-25 06.49.39.537434000 PM,3687.42,"4G","mms",36.87
3125,"+251754650944",25-MAY-25 05.52.05.207934000 AM,25-MAY-25 06.26.38.125111000 AM,1699.42,"4G","mms",16.99
3126,"+251754650944",20-MAR-25 11.27.59.127964000 AM,20-MAR-25 12.42.52.083606000 PM,25.16,"3G","vpn",0.25
3127,"+251754650944",07-MAY-25 09.14.59.215516000 AM,07-MAY-25 09.19.43.781100000 AM,1361.31,"4G","vpn",13.61
3128,"+251754650944",25-MAR-25 05.18.45.982006000 AM,25-MAR-25 06.07.30.084284000 AM,3972.86,"3G","internet",39.73
