"SMS_ID","SENDER_MSISDN","RECEIVER_MSISDN","SMS_TIMESTAMP","SMS_TYPE","SMS_LENGTH","SMS_CHARGE"
916,"+251796160299","+251762400530",31-DEC-25 12.00.00.000000000 AM,"Premium",157,1
917,"+251796160299","+251738422244",31-DEC-25 12.00.00.000000000 AM,"Local",147,0.1
918,"+251732250246","+251753283401",27-SEP-25 04.50.15.888820000 PM,"Local",19,0.1
919,"+251732250246","+251744601646",31-JUL-25 06.58.03.275488000 PM,"International",100,0.5
920,"+251732250246","+251789089558",16-OCT-25 05.14.28.805724000 AM,"Premium",21,1
921,"+251732250246","+251707045834",12-AUG-25 05.33.20.279328000 AM,"Local",32,0.1
922,"+251746049822","+251779757542",20-MAY-23 02.01.17.377709000 AM,"Local",102,0.1
923,"+251746049822","+251738203073",23-MAY-23 03.21.21.872185000 PM,"Local",15,0.1
924,"+251746049822","+251799729343",11-JUL-23 06.14.25.854269000 PM,"Local",135,0.1
925,"+251755676733","+251742061223",18-OCT-23 07.59.44.684546000 PM,"Local",125,0.1
926,"+251755676733","+251781391156",28-NOV-23 10.02.31.127195000 PM,"Local",26,0.1
927,"+251761633704","+251783187037",21-OCT-24 07.42.53.481353000 PM,"Local",128,0.1
928,"+251761633704","+2517844258.8",26-OCT-24 04.34.59.737747000 PM,"Premium",135,1
929,"+251761633704","+251773929160",01-OCT-24 06.55.37.849567000 PM,"Local",134,0.1
930,"+251771995935","+251798343667",06-SEP-23 09.17.55.913506000 PM,"Local",111,0.1
931,"+251771995935","+251743862406",15-OCT-23 02.45.25.121799000 PM,"Local",156,0.1
932,"+251771995935","+251791914084",31-AUG-23 06.32.10.825154000 AM,"Local",53,0.1
933,"+251771995935","+251772438676",19-SEP-23 11.56.23.460121000 PM,"Premium",83,1
934,"+251783799540","+25173815000.",02-SEP-22 08.25.24.640778000 PM,"Local",67,0.1
935,"+251783799540","+251788954588",02-NOV-22 09.33.11.454635000 AM,"Local",39,0.1
936,"+251783799540","+25177612122.",03-SEP-22 03.19.10.257718000 PM,"Local",11,0.1
937,"+251783799540","+251769858295",18-AUG-22 06.22.31.086276000 AM,"Local",141,0.1
938,"+251795487259","+251759727419",18-APR-25 05.39.09.509032000 PM,"Local",42,0.1
939,"+251795487259","+251747882247",22-JUL-25 11.48.10.173610000 AM,"Local",67,0.1
940,"+251707335099","+251795264130",18-MAY-24 06.34.20.975172000 AM,"Local",86,0.1
941,"+251707335099","+251739302696",20-MAY-24 08.25.12.464846000 AM,"Local",57,0.1
942,"+251707335099","+251747855457",21-MAR-24 03.03.45.604004000 AM,"Local",129,0.1
943,"+251707335099","+251786063454",05-JUN-24 02.59.36.622392000 AM,"Local",138,0.1
944,"+251712247803","+251788535507",26-MAY-25 07.46.06.680846000 PM,"Premium",123,1
945,"+251712247803","+25171176505.",13-JUN-25 08.07.36.258236000 AM,"Local",150,0.1
946,"+251712247803","+251756397083",24-MAY-25 10.00.32.081620000 AM,"Local",28,0.1
947,"+251712247803","+251766032789",10-MAY-25 04.23.35.083114000 PM,"Premium",145,1
948,"+251729997966","+251736650871",31-DEC-25 12.00.00.000000000 AM,"International",137,0.5
949,"+251729997966","+251765325968",10-JAN-26 11.21.31.163999000 PM,"Local",45,0.1
950,"+251729997966","+251754928191",31-DEC-25 12.00.00.000000000 AM,"Local",56,0.1
951,"+251729997966","+251799827924",31-DEC-25 12.00.00.000000000 AM,"Local",160,0.1
952,"+251733954357","+251792086940",17-DEC-24 02.55.31.043814000 PM,"Local",77,0.1
953,"+251733954357","+251768400349",29-NOV-24 11.27.01.943829000 AM,"Local",17,0.1
954,"+251747110908","+251775349463",14-NOV-22 07.12.05.974155000 PM,"Premium",33,1
955,"+251747110908","+251776775230",20-SEP-22 09.37.17.051957000 AM,"Premium",125,1
956,"+251747110908","+251778428407",10-OCT-22 03.33.08.888403000 AM,"Local",135,0.1
957,"+251747110908","+251721275837",10-DEC-22 09.04.07.321305000 AM,"Local",158,0.1
958,"+251747110908","+251795129077",21-NOV-22 02.03.38.045563000 PM,"Local",80,0.1
959,"+251758993906","+251743345980",06-DEC-24 07.24.07.031971000 AM,"Local",64,0.1
960,"+251758993906","+251743874064",30-JAN-25 12.10.45.860856000 AM,"Local",155,0.1
961,"+25176159255.","+251772501607",11-AUG-23 01.07.15.978646000 PM,"Local",43,0.1
962,"+25176159255.","+251747714536",27-JUL-23 10.30.34.400170000 PM,"Local",123,0.1
963,"+25176159255.","+251749875322",17-MAY-23 06.53.18.868023000 PM,"Premium",88,1
964,"+25176159255.","+251755039297",08-MAY-23 09.21.14.040142000 AM,"Local",119,0.1
965,"+25176159255.","+251759863520",10-MAY-23 07.30.27.703521000 AM,"Local",65,0.1
966,"+251771998127","+251737989294",05-MAY-24 02.52.04.795845000 AM,"Local",34,0.1
967,"+251771998127","+251787716618",02-APR-24 12.02.15.863787000 AM,"Local",60,0.1
968,"+251771998127","+25179104067.",15-APR-24 03.24.06.391366000 PM,"Local",51,0.1
969,"+251789960980","+251768362257",31-OCT-23 02.16.44.333722000 AM,"Local",89,0.1
970,"+251789960980","+251795484458",22-DEC-23 05.16.34.687179000 AM,"Premium",75,1
971,"+251789960980","+251710658043",14-NOV-23 06.06.48.326989000 PM,"Local",155,0.1
972,"+251789960980","+251731189538",06-JAN-24 08.34.31.801106000 PM,"Local",136,0.1
973,"+251789960980","+251728713547",12-FEB-24 07.57.06.562633000 PM,"Local",117,0.1
974,"+251794563862","+251794397332",25-JAN-25 09.21.11.413077000 PM,"Local",84,0.1
975,"+251794563862","+251738683371",04-DEC-24 08.02.42.328328000 PM,"Local",115,0.1
976,"+251794563862","+25175175898.",05-OCT-24 08.50.58.802066000 PM,"Local",25,0.1
977,"+251794563862","+251772099003",09-DEC-24 12.32.56.343325000 AM,"Local",84,0.1
978,"+251794563862","+251782640390",05-DEC-24 01.46.44.366866000 AM,"Local",152,0.1
979,"+251739187122","+251707781100",05-JAN-25 10.21.41.733539000 PM,"Local",151,0.1
980,"+251739187122","+251766474811",03-NOV-24 07.07.24.259795000 AM,"Local",103,0.1
981,"+251739187122","+251758074371",17-OCT-24 09.36.44.752446000 PM,"Local",136,0.1
982,"+251739187122","+251746695277",24-DEC-24 05.26.00.318592000 AM,"Premium",72,1
983,"+251749135667","+251715728055",31-DEC-25 12.00.00.000000000 AM,"Premium",145,1
984,"+251749135667","+251749208170",20-NOV-25 12.55.44.461676000 PM,"Local",36,0.1
985,"+251758074371","+251774658659",26-DEC-23 03.33.51.276921000 PM,"Local",122,0.1
986,"+251758074371","+251782457958",07-OCT-23 11.36.17.186296000 AM,"Local",137,0.1
987,"+251758074371","+251747016200",08-DEC-23 05.58.42.232108000 PM,"Local",16,0.1
988,"+251764393397","+251773341546",01-JUL-25 11.21.27.433890000 AM,"Local",40,0.1
989,"+251764393397","+251743801620",13-AUG-25 09.00.50.435101000 AM,"Local",121,0.1
990,"+251764393397","+251768330840",12-SEP-25 10.28.52.160309000 PM,"Local",142,0.1
991,"+251764393397","+25175804155.",30-SEP-25 07.24.22.603781000 PM,"Local",78,0.1
992,"+251764393397","+251716817974",09-OCT-25 04.16.55.951156000 PM,"Local",55,0.1
993,"+251777955113","+251741042505",11-JUN-24 06.22.00.835847000 AM,"Local",49,0.1
994,"+251777955113","+251724440208",15-JUL-24 02.49.43.360210000 AM,"Local",79,0.1
995,"+251784798005","+251758923038",30-NOV-22 12.37.42.863838000 AM,"Local",97,0.1
996,"+251784798005","+251736889293",17-SEP-22 05.01.46.409898000 PM,"Local",78,0.1
997,"+251784798005","+251788750326",24-DEC-22 11.23.53.608655000 AM,"Local",45,0.1
998,"+251784798005","+251798159314",27-SEP-22 05.07.29.463976000 PM,"Local",54,0.1
999,"+25179633276.","+251783739401",06-MAY-23 03.39.29.518138000 PM,"Local",135,0.1
1000,"+25179633276.","+251712575534",18-FEB-23 02.23.21.877888000 AM,"Local",108,0.1
1001,"+25179633276.","+251755692300",17-MAR-23 10.54.54.684348000 PM,"Premium",31,1
1002,"+251701119499","+25177890004.",01-FEB-23 10.42.30.197055000 AM,"International",101,0.5
1003,"+251701119499","+251741595164",23-MAR-23 10.31.57.089125000 AM,"Local",44,0.1
1004,"+251701119499","+251704030872",08-FEB-23 10.25.02.685049000 PM,"Local",122,0.1
1005,"+251701119499","+251706947887",31-JAN-23 05.08.17.070785000 PM,"Local",105,0.1
1006,"+251715210902","+251725061689",04-NOV-24 08.22.20.700456000 AM,"Local",11,0.1
1007,"+251715210902","+251716113315",23-OCT-24 11.50.53.659896000 AM,"Local",114,0.1
1008,"+251715210902","+251732406765",26-NOV-24 07.05.16.866953000 PM,"Local",34,0.1
1009,"+251715210902","+251746469087",10-NOV-24 10.31.11.628517000 AM,"Local",142,0.1
1010,"+251715210902","+251759900185",16-NOV-24 12.03.37.444913000 AM,"Premium",22,1
1011,"+251724030391","+251755676733",28-APR-25 04.46.03.190725000 PM,"Local",91,0.1
1012,"+251724030391","+251769634259",12-JUN-25 10.14.04.254109000 AM,"Local",93,0.1
1013,"+251724030391","+251794420314",04-JUN-25 03.06.05.120050000 PM,"Local",110,0.1
1014,"+251737875708","+251727289240",05-JUN-23 09.51.04.243311000 PM,"International",56,0.5
1015,"+251737875708","+251717402559",30-MAY-23 02.34.45.497401000 AM,"Premium",133,1
1016,"+251749208170","+251772599169",25-NOV-24 08.52.28.584735000 AM,"Local",136,0.1
1017,"+251749208170","+251734754220",31-JAN-25 06.17.25.598346000 AM,"Local",20,0.1
1018,"+251749208170","+251701188691",06-JAN-25 01.58.33.014854000 AM,"Local",43,0.1
1019,"+251749208170","+25173225216.",15-DEC-24 05.41.15.309788000 AM,"Local",80,0.1
1020,"+251759402853","+251796397903",20-JUL-25 01.48.51.527127000 AM,"Local",33,0.1
1021,"+251759402853","+251725664001",20-AUG-25 06.32.17.101858000 AM,"Local",65,0.1
1022,"+251759402853","+251706656136",10-JUL-25 09.31.02.946474000 AM,"Local",11,0.1
1023,"+251759402853","+251736327924",09-JUN-25 11.00.05.231767000 PM,"Local",132,0.1
1024,"+251766628899","+251783790735",26-SEP-22 04.34.16.943540000 PM,"Local",135,0.1
1025,"+251766628899","+251776244099",19-NOV-22 05.49.28.480023000 AM,"Local",56,0.1
1026,"+251776332486","+251769102043",15-NOV-25 09.31.00.464193000 AM,"Local",37,0.1
1027,"+251776332486","+251768414320",31-AUG-25 05.42.51.226270000 AM,"Local",53,0.1
1028,"+251785386236","+251739326137",22-APR-23 10.42.58.213886000 AM,"Local",46,0.1
1029,"+251785386236","+251733954357",12-FEB-23 09.26.40.246057000 PM,"Local",70,0.1
1030,"+251794222207","+251705946830",16-OCT-25 03.18.15.427843000 AM,"Local",90,0.1
1031,"+251794222207","+251749516822",02-OCT-25 08.20.52.845058000 AM,"Premium",143,1
1032,"+251794222207","+251728094935",10-NOV-25 06.52.36.315663000 AM,"Local",12,0.1
1033,"+251794222207","+251746936992",12-DEC-25 02.20.11.390897000 AM,"Premium",26,1
1034,"+251731639953","+251728934548",21-JUN-24 10.27.24.957139000 AM,"Local",11,0.1
1035,"+251731639953","+251743608108",30-JUL-24 07.56.44.176628000 AM,"Local",133,0.1
1036,"+251731639953","+251729096881",09-MAY-24 09.02.34.904930000 PM,"Local",53,0.1
1037,"+251742478384","+251785484729",04-JUL-23 11.47.12.635616000 PM,"Local",12,0.1
1038,"+251742478384","+251702667423",05-OCT-23 05.24.32.020134000 PM,"Local",132,0.1
1039,"+251742478384","+251711292461",12-OCT-23 01.19.06.119646000 PM,"Local",83,0.1
1040,"+251756295395","+251755033743",27-FEB-23 01.33.14.897386000 AM,"Local",26,0.1
1041,"+251756295395","+251777446743",17-FEB-23 11.21.51.026126000 PM,"International",34,0.5
1042,"+251764800187","+25173669617.",31-DEC-25 12.00.00.000000000 AM,"Local",14,0.1
1043,"+251764800187","+251759525738",02-JAN-26 01.17.23.897310000 AM,"Local",144,0.1
1044,"+251764800187","+251788128281",31-DEC-25 12.00.00.000000000 AM,"Local",104,0.1
1045,"+251772511444","+251754512264",30-SEP-25 05.50.57.800478000 PM,"Local",53,0.1
1046,"+251772511444","+251758882898",06-SEP-25 09.08.17.026992000 AM,"Local",81,0.1
1047,"+251784205288","+251792878637",13-JUL-23 04.06.51.333401000 PM,"Local",137,0.1
1048,"+251784205288","+251771998127",24-JUN-23 11.44.05.839097000 PM,"Local",38,0.1
1049,"+251784205288","+251727302726",07-AUG-23 06.29.48.355791000 AM,"Local",152,0.1
1050,"+251784205288","+251740166215",04-OCT-23 05.22.16.888940000 AM,"Local",80,0.1
1051,"+25179155025.","+251759305766",11-DEC-22 09.04.50.385281000 PM,"Premium",24,1
1052,"+25179155025.","+251799584901",22-NOV-22 10.05.49.576326000 AM,"Local",96,0.1
1053,"+251707411222","+251724398057",16-OCT-25 04.17.53.179688000 AM,"Local",77,0.1
1054,"+251707411222","+251718803522",04-SEP-25 03.13.30.857316000 AM,"Local",12,0.1
1055,"+251707411222","+251758306667",31-AUG-25 06.02.26.068373000 AM,"Local",151,0.1
1056,"+251707411222","+251787881584",30-OCT-25 08.24.32.131214000 PM,"Local",92,0.1
1057,"+251714324798","+251788047393",13-NOV-24 09.11.14.843301000 AM,"Local",48,0.1
1058,"+251714324798","+2517775471.4",04-NOV-24 12.44.59.041467000 PM,"Premium",60,1
1059,"+251714324798","+251761633704",07-NOV-24 10.38.49.728234000 PM,"Local",132,0.1
1060,"+251714324798","+251732718393",20-AUG-24 04.57.18.037617000 PM,"Premium",11,1
1061,"+251729750013","+251774804990",29-FEB-24 08.48.55.586047000 PM,"Local",107,0.1
1062,"+251729750013","+251765168858",12-MAY-24 08.07.14.374563000 PM,"Local",56,0.1
1063,"+251729750013","+251742883643",03-MAR-24 04.11.40.753344000 PM,"Local",119,0.1
1064,"+251731901540","+251743591528",31-DEC-25 12.00.00.000000000 AM,"Local",20,0.1
1065,"+251731901540","+251768301781",31-DEC-25 12.00.00.000000000 AM,"Local",61,0.1
1066,"+251731901540","+251787395732",31-DEC-25 12.00.00.000000000 AM,"Local",94,0.1
1067,"+251731901540","+251716485655",31-DEC-25 12.00.00.000000000 AM,"Local",91,0.1
1068,"+251749843027","+251797157326",16-JUL-23 10.36.16.935572000 PM,"Premium",158,1
1069,"+251749843027","+251752840990",31-MAY-23 11.51.00.476540000 AM,"Local",96,0.1
1070,"+251749843027","+25177813002.",18-AUG-23 07.28.47.899114000 AM,"Local",131,0.1
1071,"+251754202854","+251785484814",24-MAR-24 05.09.46.926177000 AM,"Local",83,0.1
1072,"+251754202854","+251776951837",07-FEB-24 10.37.12.781118000 PM,"Local",36,0.1
1073,"+251754202854","+2517954606.6",24-FEB-24 03.24.03.312871000 PM,"Local",101,0.1
1074,"+251762329690","+251782741198",11-DEC-22 04.15.53.388695000 PM,"Local",32,0.1
1075,"+251762329690","+251714345069",17-DEC-22 09.00.27.416335000 AM,"Local",88,0.1
1076,"+251762329690","+251716034141",28-NOV-22 01.43.18.252108000 AM,"Premium",97,1
1077,"+251762329690","+251752741767",17-DEC-22 01.46.10.360567000 PM,"International",89,0.5
1078,"+251762329690","+251775875118",23-NOV-22 04.25.11.686255000 PM,"Local",116,0.1
1079,"+25173815000.","+251784927087",25-DEC-23 05.37.06.687682000 AM,"Local",150,0.1
1080,"+25173815000.","+251779379194",20-DEC-23 04.00.26.288471000 PM,"Local",116,0.1
1081,"+25173815000.","+251785484729",23-OCT-23 10.59.13.835809000 PM,"Local",94,0.1
1082,"+25173815000.","+251755754249",27-NOV-23 04.41.58.728082000 PM,"Local",36,0.1
1083,"+25173815000.","+251747882247",31-OCT-23 07.03.59.754916000 AM,"Local",128,0.1
1084,"+251747908722","+251734585467",03-OCT-23 01.02.12.574867000 AM,"Local",80,0.1
1085,"+251747908722","+251792765138",29-AUG-23 04.25.31.282623000 AM,"Local",127,0.1
1086,"+251747908722","+251705532789",17-OCT-23 04.29.46.471950000 PM,"Local",19,0.1
1087,"+251747908722","+251796487647",10-OCT-23 01.34.38.165061000 AM,"Local",57,0.1
1088,"+251747908722","+251768097835",21-SEP-23 08.49.22.234780000 AM,"Local",17,0.1
1089,"+251753744188","+251793082447",12-NOV-25 01.05.51.212408000 AM,"Local",76,0.1
1090,"+251753744188","+251736482605",14-OCT-25 03.16.27.317175000 AM,"Local",104,0.1
1091,"+251769964201","+251775499927",22-MAY-25 04.18.54.837844000 PM,"Local",86,0.1
1092,"+251769964201","+251775628492",02-MAR-25 06.28.28.582360000 PM,"Local",18,0.1
1093,"+251769964201","+251789886057",11-MAR-25 01.52.24.617637000 PM,"Local",46,0.1
1094,"+251769964201","+251752741767",23-MAY-25 04.24.51.526980000 PM,"Local",128,0.1
1095,"+251774927424","+251796663161",06-DEC-24 06.14.15.272288000 PM,"Local",31,0.1
1096,"+251774927424","+251744637283",17-JAN-25 06.34.17.819735000 PM,"Local",54,0.1
1097,"+251774927424","+251761528698",08-DEC-24 02.47.13.861622000 PM,"Local",50,0.1
1098,"+251774927424","+251785220550",26-JAN-25 08.19.41.247976000 PM,"Local",157,0.1
1099,"+251774927424","+251721730218",07-FEB-25 11.36.08.720238000 PM,"Premium",33,1
1100,"+251783567617","+251758466331",14-JAN-25 11.16.01.055875000 AM,"Local",52,0.1
1101,"+251783567617","+251767730900",07-JAN-25 01.17.54.482974000 AM,"Local",23,0.1
1102,"+251783567617","+251714260397",28-JAN-25 09.42.48.451459000 PM,"Premium",90,1
1103,"+251783567617","+251784609944",30-NOV-24 07.01.14.621225000 AM,"Local",76,0.1
1104,"+251793726462","+2517311287.2",12-OCT-23 10.25.07.467066000 PM,"International",59,0.5
1105,"+251793726462","+251722369594",17-NOV-23 05.10.34.909002000 PM,"Local",149,0.1
1106,"+251705327744","+251776610158",29-MAR-25 02.10.23.526966000 AM,"Local",13,0.1
1107,"+251705327744","+251734031501",13-FEB-25 08.23.50.749767000 AM,"Local",159,0.1
1108,"+251705327744","+251707667120",29-MAR-25 11.49.27.175888000 PM,"International",112,0.5
1109,"+251705327744","+251781718624",22-DEC-24 10.59.44.706164000 PM,"Local",19,0.1
1110,"+251718678727","+251798254996",29-AUG-23 04.44.17.844329000 PM,"Local",95,0.1
1111,"+251718678727","+251796001121",26-SEP-23 09.07.32.180852000 AM,"Local",145,0.1
1112,"+251718678727","+251763557572",19-SEP-23 07.54.50.834363000 PM,"Local",61,0.1
1113,"+251718678727","+25176236515.",28-NOV-23 12.05.41.297560000 AM,"Local",139,0.1
1114,"+251728716283","+251779258590",12-MAY-25 07.17.58.477971000 AM,"International",74,0.5
1115,"+251728716283","+251729467600",14-MAR-25 12.09.15.889734000 AM,"Premium",112,1
1116,"+251728716283","+251767036960",29-MAR-25 07.30.43.515425000 AM,"Local",87,0.1
1117,"+251728716283","+251768435848",25-FEB-25 08.58.41.466965000 AM,"Premium",64,1
1118,"+251731388193","+251711305789",25-JUL-24 11.04.33.211021000 PM,"Local",27,0.1
1119,"+251731388193","+251775875118",09-JUN-24 05.23.00.604306000 AM,"Local",84,0.1
1120,"+251731388193","+251733723570",18-JUN-24 12.38.19.187158000 PM,"Local",29,0.1
1121,"+251748582391","+251729848446",31-OCT-25 02.34.35.907404000 AM,"Local",135,0.1
1122,"+251748582391","+251767074567",08-OCT-25 03.01.28.275570000 AM,"Local",46,0.1
1123,"+251748582391","+251773253086",23-JAN-26 12.39.36.472906000 PM,"Local",62,0.1
1124,"+251748582391","+251782440649",23-DEC-25 08.52.13.177393000 PM,"Local",36,0.1
1125,"+25175422742.","+251767385590",06-OCT-25 01.18.58.112232000 AM,"International",35,0.5
1126,"+25175422742.","+251793716246",04-NOV-25 12.54.37.950424000 AM,"Local",64,0.1
1127,"+251763881133","+251705983439",05-JAN-24 02.36.54.895297000 AM,"Local",53,0.1
1128,"+251763881133","+251797022449",01-MAR-24 01.36.12.105244000 PM,"Local",75,0.1
1129,"+251763881133","+251742896911",08-MAR-24 02.15.28.985126000 AM,"Local",29,0.1
1130,"+251763881133","+251784788942",08-MAR-24 03.03.37.855146000 PM,"Local",41,0.1
1131,"+251763881133","+251745105864",03-FEB-24 07.17.07.878116000 AM,"Local",92,0.1
1132,"+251771350486","+251773908845",19-AUG-24 03.24.57.459741000 PM,"Local",129,0.1
1133,"+251771350486","+251792753212",20-OCT-24 12.27.05.578197000 AM,"Local",160,0.1
1134,"+251771350486","+251793707144",17-SEP-24 04.32.01.697822000 AM,"Local",106,0.1
1135,"+251782834358","+251708115494",19-MAR-25 05.45.14.057778000 PM,"Local",15,0.1
1136,"+251782834358","+251723107640",19-FEB-25 02.42.07.018273000 PM,"Local",98,0.1
1137,"+251782834358","+251728716283",16-FEB-25 02.25.42.347472000 AM,"Local",145,0.1
1138,"+251782834358","+251784357049",23-APR-25 03.34.59.856511000 PM,"Local",91,0.1
1139,"+251782834358","+251777955113",01-MAR-25 01.06.34.316470000 AM,"Local",33,0.1
1140,"+251793778470","+251756855703",18-MAY-23 04.46.56.978773000 PM,"Local",97,0.1
1141,"+251793778470","+251775953226",05-JUN-23 12.36.49.224380000 AM,"Premium",34,1
1142,"+25173527833.","+251772008308",10-FEB-23 11.32.09.716381000 AM,"Local",104,0.1
1143,"+25173527833.","+251785046809",26-DEC-22 07.13.54.573416000 AM,"International",116,0.5
1144,"+25173527833.","+251707411222",10-MAR-23 01.58.21.324732000 AM,"Local",141,0.1
1145,"+25173527833.","+251755039297",23-MAR-23 11.27.41.419861000 PM,"Local",19,0.1
1146,"+251746469087","+251755127241",07-AUG-25 10.09.22.279856000 PM,"Local",39,0.1
1147,"+251746469087","+251725396775",20-JUL-25 09.20.45.985124000 AM,"Local",65,0.1
1148,"+251746469087","+251751842858",12-JUN-25 06.26.30.749517000 PM,"Local",13,0.1
1149,"+251758475065","+251766939311",18-JAN-23 02.42.14.027299000 AM,"Local",135,0.1
1150,"+251758475065","+251791298057",16-MAR-23 11.03.53.834699000 PM,"Local",158,0.1
1151,"+251758475065","+251747880961",11-MAR-23 10.15.05.601013000 AM,"Local",128,0.1
1152,"+251758475065","+251794545586",25-JAN-23 07.27.10.877211000 PM,"Premium",123,1
1153,"+251765230502","+251759413663",27-SEP-24 04.38.39.450105000 AM,"Local",67,0.1
1154,"+251765230502","+251753138442",02-DEC-24 08.15.37.724357000 AM,"Local",26,0.1
1155,"+251765230502","+251747016200",01-SEP-24 05.16.33.373778000 PM,"Local",70,0.1
1156,"+251765230502","+251736609818",15-SEP-24 04.09.43.790496000 PM,"Premium",20,1
1157,"+251772534931","+251726687225",01-JUL-24 03.10.39.238117000 PM,"Local",82,0.1
1158,"+251772534931","+251741553276",05-AUG-24 11.15.54.530009000 PM,"Local",114,0.1
1159,"+251772534931","+251702169505",06-JUN-24 05.12.17.409422000 PM,"Premium",86,1
1160,"+251787402063","+25173699013.",12-SEP-23 10.23.48.834608000 PM,"Local",133,0.1
1161,"+251787402063","+251757683711",12-NOV-23 12.26.27.213845000 AM,"Local",25,0.1
1162,"+251798352439","+251714256153",27-MAR-25 08.23.55.886201000 PM,"Premium",150,1
1163,"+251798352439","+251739262606",04-APR-25 06.45.03.533879000 PM,"Local",139,0.1
1164,"+251798352439","+251729554425",24-MAR-25 07.27.59.170943000 AM,"Premium",72,1
1165,"+25170574977.","+251754528558",27-FEB-23 08.33.58.056773000 PM,"Local",117,0.1
1166,"+25170574977.","+251798271824",15-JAN-23 02.19.15.475042000 AM,"Local",91,0.1
1167,"+251712587875","+251759457497",11-JUN-23 12.01.35.816711000 PM,"Local",131,0.1
1168,"+251712587875","+251766163669",07-MAY-23 02.06.05.327792000 PM,"Local",141,0.1
1169,"+251712587875","+251768449202",23-APR-23 01.09.38.001881000 PM,"Local",67,0.1
1170,"+251726975963","+251755653897",09-JUL-24 05.57.24.682534000 AM,"Local",37,0.1
1171,"+251726975963","+251781714595",29-JUN-24 07.09.07.419074000 PM,"International",133,0.5
1172,"+251726975963","+251752254047",19-JUN-24 03.43.45.404241000 AM,"Local",19,0.1
1173,"+251726975963","+251756705962",29-MAY-24 09.03.50.492861000 PM,"Local",34,0.1
1174,"+251726975963","+251711430511",22-JUN-24 01.11.25.990316000 PM,"Local",60,0.1
1175,"+251734446854","+251747432846",09-NOV-23 02.21.01.317125000 AM,"Local",100,0.1
1176,"+251734446854","+251747400796",21-OCT-23 03.30.28.082326000 PM,"Local",23,0.1
1177,"+251734446854","+251772254279",12-AUG-23 06.34.25.829713000 AM,"Premium",69,1
1178,"+251734446854","+251756855703",12-NOV-23 03.59.10.196164000 AM,"Local",41,0.1
1179,"+251744637283","+251722495123",24-NOV-25 05.24.39.929516000 PM,"Local",19,0.1
1180,"+251744637283","+251724621771",24-SEP-25 11.24.01.774368000 AM,"Premium",135,1
1181,"+251744637283","+251772391057",25-OCT-25 02.19.42.881630000 AM,"International",133,0.5
1182,"+251744637283","+251753744188",28-AUG-25 08.03.41.458552000 PM,"Local",154,0.1
1183,"+251759074146","+251749098792",02-JAN-26 11.43.16.439670000 AM,"Local",56,0.1
1184,"+251759074146","+251774168661",09-JAN-26 12.05.32.225930000 PM,"International",105,0.5
1185,"+251759074146","+251712242671",31-JAN-26 11.02.14.115013000 PM,"Premium",16,1
1186,"+251759074146","+251787225601",14-JAN-26 03.30.46.143389000 PM,"Local",68,0.1
1187,"+251759074146","+251758348839",13-DEC-25 08.17.16.796903000 AM,"Local",97,0.1
1188,"+251769748776","+25179633276.",23-OCT-25 05.05.11.852985000 PM,"Local",25,0.1
1189,"+251769748776","+25171176505.",11-DEC-25 04.00.02.804170000 PM,"Local",31,0.1
1190,"+251769748776","+251799160725",05-DEC-25 03.22.37.209771000 PM,"Premium",39,1
1191,"+251769748776","+251791957300",13-NOV-25 03.23.02.592428000 AM,"Local",48,0.1
1192,"+251774900369","+251754202854",07-DEC-23 02.04.54.625505000 AM,"Local",82,0.1
1193,"+251774900369","+251757097304",19-NOV-23 04.58.13.734758000 PM,"Local",111,0.1
1194,"+251774900369","+251707031238",27-OCT-23 03.06.09.891176000 PM,"Local",59,0.1
1195,"+251774900369","+251712564653",29-DEC-23 01.46.40.582992000 PM,"Local",28,0.1
1196,"+251774900369","+251752248990",08-NOV-23 01.59.23.417775000 PM,"Local",63,0.1
1197,"+25178749028.","+251784801149",06-NOV-25 08.49.39.525652000 AM,"Local",55,0.1
1198,"+25178749028.","+251761663526",05-NOV-25 11.50.19.595408000 AM,"Local",145,0.1
1199,"+25178749028.","+251743537007",25-JAN-26 10.42.53.446965000 AM,"Local",145,0.1
1200,"+25178749028.","+251759903302",25-DEC-25 02.31.33.748532000 AM,"Local",117,0.1
1201,"+251793964115","+251730947702",30-JUL-24 03.36.30.698791000 AM,"Local",22,0.1
1202,"+251793964115","+251741087595",25-MAY-24 05.19.19.391845000 AM,"Local",108,0.1
1203,"+251793964115","+251788528866",06-AUG-24 09.11.34.449984000 AM,"Local",73,0.1
1204,"+251734061823","+251793707144",20-JAN-23 10.04.21.879577000 AM,"Local",152,0.1
1205,"+251734061823","+251765031003",08-APR-23 09.46.46.665828000 AM,"Local",142,0.1
1206,"+251747076654","+251733273393",31-DEC-25 12.00.00.000000000 AM,"Local",44,0.1
1207,"+251747076654","+251758038637",31-JAN-26 08.11.34.023020000 AM,"Local",35,0.1
1208,"+251747076654","+251785889521",31-DEC-25 12.00.00.000000000 AM,"Local",139,0.1
1209,"+251747076654","+251773425203",11-JAN-26 05.33.11.195110000 AM,"Local",117,0.1
1210,"+251752942140","+25177971491.",16-DEC-23 02.45.52.019305000 AM,"Local",129,0.1
1211,"+251752942140","+251710345204",01-DEC-23 01.45.36.314896000 AM,"Local",120,0.1
1212,"+251768499060","+251783831064",12-NOV-24 07.58.06.785250000 PM,"Local",91,0.1
1213,"+251768499060","+251731567968",14-NOV-24 09.32.55.386397000 PM,"Premium",147,1
