"CUSTOMER_ID","MSISDN","CUSTOMER_NAME","REGION","ZONE","CITY","REGISTRATION_DATE","CUSTOMER_TYPE","TARIFF_PLAN","ACCOUNT_STATUS"
1626,"+251768808538","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",30-JAN-24,"Prepaid","Standard","Active"
1627,"+251771403235","Habtamu Tadesse","Oromia","East","Adama",17-JUL-23,"Prepaid","Premium","Active"
1628,"+251783238691","Imani Mohammed","Amhara","North","Bahir Dar",14-DEC-22,"Prepaid","Business","Active"
1629,"+251799792423","Jemal Hussein","Tigray","Central","Mekelle",23-AUG-22,"Prepaid","Student","Active"
1630,"+251709456717","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",17-JAN-24,"Postpaid","Basic","Active"
1631,"+251714179268","Liya Getahun","Dire Dawa","City","Dire Dawa",11-JAN-26,"Hybrid","Standard","Active"
1632,"+251724275341","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",31-DEC-23,"Prepaid","Premium","Active"
1633,"+251739061896","Nardos Daniel","Oromia","East","Adama",06-JUL-23,"Prepaid","Business","Active"
1634,"+251743016042","Omor Ahmed","Amhara","North","Bahir Dar",20-JAN-25,"Prepaid","Student","Active"
1635,"+251756855703","Saba Mesfin","Tigray","Central","Mekelle",05-SEP-23,"Prepaid","Basic","Active"
1636,"+251767140690","Tedros Kebede","SNNPR","Gurage","Wolkite",07-NOV-22,"Prepaid","Standard","Active"
1637,"+251776022151","Urge Teshome","Dire Dawa","City","Dire Dawa",14-MAR-25,"Prepaid","Premium","Active"
1638,"+251782772760","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",22-JUN-23,"Prepaid","Business","Active"
1483,"+251733812071","Dereje Haile","Oromia","East","Adama",10-JAN-24,"Prepaid","Business","Active"
1484,"+251741026645","Eleni Solomon","Amhara","North","Bahir Dar",25-DEC-22,"Prepaid","Student","Active"
1485,"+251759900185","Fasil Mengistu","Tigray","Central","Mekelle",11-AUG-22,"Prepaid","Basic","Active"
1486,"+251761725168","Genet Abebe","SNNPR","Gurage","Wolkite",05-MAY-23,"Prepaid","Standard","Active"
1487,"+251771220493","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",08-SEP-25,"Prepaid","Premium","Active"
1488,"+251784788942","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",24-JAN-24,"Prepaid","Business","Active"
1489,"+25179557129.","Jemal Hussein","Oromia","East","Adama",23-JUL-24,"Prepaid","Student","Active"
1490,"+251701088865","Kalkidan Yohannes","Amhara","North","Bahir Dar",26-AUG-24,"Postpaid","Basic","Active"
1491,"+25171517979.","Liya Getahun","Tigray","Central","Mekelle",05-NOV-23,"Hybrid","Standard","Active"
1492,"+25172913948.","Mulualem Assefa","SNNPR","Gurage","Wolkite",02-MAR-23,"Prepaid","Premium","Active"
1493,"+251733273393","Nardos Daniel","Dire Dawa","City","Dire Dawa",18-JAN-24,"Prepaid","Business","Active"
1494,"+251743093222","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",10-NOV-24,"Prepaid","Student","Active"
1495,"+251759903302","Saba Mesfin","Oromia","East","Adama",17-MAY-23,"Prepaid","Basic","Active"
1496,"+251763407363","Tedros Kebede","Amhara","North","Bahir Dar",17-DEC-23,"Prepaid","Standard","Active"
1497,"+251772264647","Urge Teshome","Tigray","Central","Mekelle",19-JUN-25,"Prepaid","Premium","Active"
1498,"+251781460013","Wendimu Michael","SNNPR","Gurage","Wolkite",26-OCT-22,"Prepaid","Business","Active"
1499,"+251796805629","Yordanos Worku","Dire Dawa","City","Dire Dawa",25-JUN-24,"Prepaid","Student","Active"
1500,"+251709055884","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",06-OCT-25,"Postpaid","Basic","Suspended"
1501,"+251718278419","Biruk Tesfaye","Oromia","East","Adama",30-DEC-25,"Hybrid","Standard","Terminated"
1502,"+251724366046","Chaltu Girma","Amhara","North","Bahir Dar",26-AUG-24,"Prepaid","Premium","Inactive"
1503,"+251736981774","Dereje Haile","Tigray","Central","Mekelle",14-OCT-24,"Prepaid","Business","Active"
1504,"+251748766767","Eleni Solomon","SNNPR","Gurage","Wolkite",12-MAY-24,"Prepaid","Student","Active"
1505,"+251751941198","Fasil Mengistu","Dire Dawa","City","Dire Dawa",10-APR-23,"Prepaid","Basic","Active"
1506,"+251763622072","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",19-DEC-24,"Prepaid","Standard","Active"
1507,"+251778427860","Habtamu Tadesse","Oromia","East","Adama",09-DEC-25,"Prepaid","Premium","Active"
1508,"+251783088274","Imani Mohammed","Amhara","North","Bahir Dar",27-JUN-24,"Prepaid","Business","Active"
1509,"+251797939829","Jemal Hussein","Tigray","Central","Mekelle",05-DEC-23,"Prepaid","Student","Active"
1510,"+251702277705","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",12-NOV-23,"Postpaid","Basic","Active"
1511,"+251716485655","Liya Getahun","Dire Dawa","City","Dire Dawa",10-FEB-24,"Hybrid","Standard","Active"
1512,"+251725155096","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",30-APR-23,"Prepaid","Premium","Active"
1513,"+251738442549","Nardos Daniel","Oromia","East","Adama",06-SEP-23,"Prepaid","Business","Active"
1514,"+251742883643","Omor Ahmed","Amhara","North","Bahir Dar",08-MAY-25,"Prepaid","Student","Active"
1515,"+251754512264","Saba Mesfin","Tigray","Central","Mekelle",28-NOV-23,"Prepaid","Basic","Active"
1516,"+251763527106","Tedros Kebede","SNNPR","Gurage","Wolkite",18-AUG-25,"Prepaid","Standard","Active"
1517,"+251775628492","Urge Teshome","Dire Dawa","City","Dire Dawa",18-JUN-24,"Prepaid","Premium","Active"
1518,"+251782009042","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",02-MAR-25,"Prepaid","Business","Active"
1519,"+2517954606.6","Yordanos Worku","Oromia","East","Adama",02-DEC-25,"Prepaid","Student","Active"
1520,"+251706862409","Alemayehu Bekele","Amhara","North","Bahir Dar",19-MAY-24,"Postpaid","Basic","Suspended"
1521,"+251716253751","Biruk Tesfaye","Tigray","Central","Mekelle",24-NOV-24,"Hybrid","Standard","Terminated"
1522,"+251723525424","Chaltu Girma","SNNPR","Gurage","Wolkite",15-JUN-25,"Prepaid","Premium","Inactive"
1523,"+251732032442","Dereje Haile","Dire Dawa","City","Dire Dawa",27-OCT-24,"Prepaid","Business","Active"
1524,"+251749516822","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",26-AUG-22,"Prepaid","Student","Active"
1525,"+251752256474","Fasil Mengistu","Oromia","East","Adama",14-NOV-23,"Prepaid","Basic","Active"
1526,"+251764398142","Genet Abebe","Amhara","North","Bahir Dar",19-SEP-23,"Prepaid","Standard","Active"
1527,"+251779942917","Habtamu Tadesse","Tigray","Central","Mekelle",13-JAN-24,"Prepaid","Premium","Active"
1528,"+251781391156","Imani Mohammed","SNNPR","Gurage","Wolkite",24-NOV-24,"Prepaid","Business","Active"
1529,"+251793082447","Jemal Hussein","Dire Dawa","City","Dire Dawa",30-JAN-25,"Prepaid","Student","Active"
1530,"+251704030872","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",05-FEB-23,"Postpaid","Basic","Active"
1531,"+25171235990.","Liya Getahun","Oromia","East","Adama",17-MAY-23,"Hybrid","Standard","Active"
1532,"+251724001908","Mulualem Assefa","Amhara","North","Bahir Dar",11-MAR-25,"Prepaid","Premium","Active"
1533,"+251737461391","Nardos Daniel","Tigray","Central","Mekelle",10-JUL-24,"Prepaid","Business","Active"
1534,"+251744415635","Omor Ahmed","SNNPR","Gurage","Wolkite",04-JUL-25,"Prepaid","Student","Active"
1535,"+251759413663","Saba Mesfin","Dire Dawa","City","Dire Dawa",05-JAN-26,"Prepaid","Basic","Active"
1536,"+25176738684.","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",11-JAN-24,"Prepaid","Standard","Active"
1537,"+25177612122.","Urge Teshome","Oromia","East","Adama",01-AUG-24,"Prepaid","Premium","Active"
1538,"+251782046537","Wendimu Michael","Amhara","North","Bahir Dar",09-JUL-25,"Prepaid","Business","Active"
1539,"+25179929645.","Yordanos Worku","Tigray","Central","Mekelle",11-MAR-24,"Prepaid","Student","Active"
1540,"+251702369310","Alemayehu Bekele","SNNPR","Gurage","Wolkite",28-OCT-22,"Postpaid","Basic","Suspended"
1541,"+251716922897","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",03-FEB-25,"Hybrid","Standard","Terminated"
1542,"+251721317406","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",13-FEB-24,"Prepaid","Premium","Inactive"
1543,"+251738055807","Dereje Haile","Oromia","East","Adama",11-APR-24,"Prepaid","Business","Active"
1544,"+251745556516","Eleni Solomon","Amhara","North","Bahir Dar",02-AUG-25,"Prepaid","Student","Active"
1545,"+251752704600","Fasil Mengistu","Tigray","Central","Mekelle",31-AUG-24,"Prepaid","Basic","Active"
1546,"+251768993791","Genet Abebe","SNNPR","Gurage","Wolkite",06-SEP-22,"Prepaid","Standard","Active"
1547,"+251771974589","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",17-NOV-22,"Prepaid","Premium","Active"
1548,"+251782784281","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",12-NOV-23,"Prepaid","Business","Active"
1549,"+251792346407","Jemal Hussein","Oromia","East","Adama",27-APR-25,"Prepaid","Student","Active"
1550,"+251706813628","Kalkidan Yohannes","Amhara","North","Bahir Dar",30-JAN-23,"Postpaid","Basic","Active"
1551,"+251716446319","Liya Getahun","Tigray","Central","Mekelle",02-SEP-22,"Hybrid","Standard","Active"
1552,"+251724398057","Mulualem Assefa","SNNPR","Gurage","Wolkite",28-JUL-23,"Prepaid","Premium","Active"
1553,"+251739540845","Nardos Daniel","Dire Dawa","City","Dire Dawa",21-OCT-24,"Prepaid","Business","Active"
1554,"+251741809381","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",18-NOV-22,"Prepaid","Student","Active"
1555,"+251758882898","Saba Mesfin","Oromia","East","Adama",17-NOV-23,"Prepaid","Basic","Active"
1556,"+251767419990","Tedros Kebede","Amhara","North","Bahir Dar",01-AUG-22,"Prepaid","Standard","Active"
1557,"+251774531473","Urge Teshome","Tigray","Central","Mekelle",04-JUN-24,"Prepaid","Premium","Active"
1558,"+251785949220","Wendimu Michael","SNNPR","Gurage","Wolkite",10-JUN-25,"Prepaid","Business","Active"
1559,"+251797212135","Yordanos Worku","Dire Dawa","City","Dire Dawa",17-NOV-25,"Prepaid","Student","Active"
1560,"+251706280629","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",21-AUG-22,"Postpaid","Basic","Suspended"
1405,"+251754881352","Fasil Mengistu","Oromia","East","Adama",21-JUL-23,"Prepaid","Basic","Active"
1406,"+251762097487","Genet Abebe","Amhara","North","Bahir Dar",14-JAN-23,"Prepaid","Standard","Active"
1407,"+251778679556","Habtamu Tadesse","Tigray","Central","Mekelle",28-MAY-23,"Prepaid","Premium","Active"
1408,"+251785540790","Imani Mohammed","SNNPR","Gurage","Wolkite",12-MAR-24,"Prepaid","Business","Active"
1409,"+251791069875","Jemal Hussein","Dire Dawa","City","Dire Dawa",11-FEB-24,"Prepaid","Student","Active"
1410,"+251709284537","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",02-MAY-24,"Postpaid","Basic","Active"
1411,"+251711430511","Liya Getahun","Oromia","East","Adama",30-MAR-25,"Hybrid","Standard","Active"
1412,"+251721577180","Mulualem Assefa","Amhara","North","Bahir Dar",09-JAN-25,"Prepaid","Premium","Active"
1413,"+251735695039","Nardos Daniel","Tigray","Central","Mekelle",04-JUN-25,"Prepaid","Business","Active"
1414,"+251749780044","Omor Ahmed","SNNPR","Gurage","Wolkite",30-SEP-25,"Prepaid","Student","Active"
1415,"+251755977404","Saba Mesfin","Dire Dawa","City","Dire Dawa",03-JAN-23,"Prepaid","Basic","Active"
1416,"+251761960017","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",20-MAY-23,"Prepaid","Standard","Active"
1417,"+251774168980","Urge Teshome","Oromia","East","Adama",07-JUL-24,"Prepaid","Premium","Active"
1418,"+251784879120","Wendimu Michael","Amhara","North","Bahir Dar",07-JUN-24,"Prepaid","Business","Active"
1419,"+251796640788","Yordanos Worku","Tigray","Central","Mekelle",05-DEC-25,"Prepaid","Student","Active"
1420,"+251709496008","Alemayehu Bekele","SNNPR","Gurage","Wolkite",07-FEB-24,"Postpaid","Basic","Suspended"
1421,"+251716284552","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",13-JUN-23,"Hybrid","Standard","Terminated"
1422,"+251725554660","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",24-SEP-23,"Prepaid","Premium","Inactive"
1423,"+251739905220","Dereje Haile","Oromia","East","Adama",19-JAN-23,"Prepaid","Business","Active"
1424,"+251744776115","Eleni Solomon","Amhara","North","Bahir Dar",04-JUN-24,"Prepaid","Student","Active"
1425,"+251755414416","Fasil Mengistu","Tigray","Central","Mekelle",05-NOV-25,"Prepaid","Basic","Active"
1426,"+251766774705","Genet Abebe","SNNPR","Gurage","Wolkite",11-SEP-25,"Prepaid","Standard","Active"
1427,"+251776250472","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",21-SEP-25,"Prepaid","Premium","Active"
1428,"+251786237494","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",22-NOV-25,"Prepaid","Business","Active"
1429,"+251791301778","Jemal Hussein","Oromia","East","Adama",28-JUL-23,"Prepaid","Student","Active"
1430,"+251703118919","Kalkidan Yohannes","Amhara","North","Bahir Dar",07-SEP-22,"Postpaid","Basic","Active"
1431,"+251715597992","Liya Getahun","Tigray","Central","Mekelle",15-JAN-25,"Hybrid","Standard","Active"
1432,"+251726687225","Mulualem Assefa","SNNPR","Gurage","Wolkite",14-SEP-25,"Prepaid","Premium","Active"
1433,"+251738422244","Nardos Daniel","Dire Dawa","City","Dire Dawa",27-DEC-24,"Prepaid","Business","Active"
1434,"+251746692958","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",01-JUN-24,"Prepaid","Student","Active"
1435,"+251752088703","Saba Mesfin","Oromia","East","Adama",26-APR-24,"Prepaid","Basic","Active"
1436,"+251769082228","Tedros Kebede","Amhara","North","Bahir Dar",12-FEB-25,"Prepaid","Standard","Active"
1437,"+251776956622","Urge Teshome","Tigray","Central","Mekelle",01-APR-24,"Prepaid","Premium","Active"
1438,"+251788412574","Wendimu Michael","SNNPR","Gurage","Wolkite",16-JAN-23,"Prepaid","Business","Active"
1439,"+251799077692","Yordanos Worku","Dire Dawa","City","Dire Dawa",09-OCT-24,"Prepaid","Student","Active"
1440,"+251702435692","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",18-DEC-22,"Postpaid","Basic","Suspended"
1441,"+251717709729","Biruk Tesfaye","Oromia","East","Adama",03-NOV-24,"Hybrid","Standard","Terminated"
1442,"+251728209180","Chaltu Girma","Amhara","North","Bahir Dar",08-MAY-23,"Prepaid","Premium","Inactive"
1443,"+25173335326.","Dereje Haile","Tigray","Central","Mekelle",29-MAY-25,"Prepaid","Business","Active"
1444,"+251741913800","Eleni Solomon","SNNPR","Gurage","Wolkite",20-JUN-24,"Prepaid","Student","Active"
1445,"+251758473180","Fasil Mengistu","Dire Dawa","City","Dire Dawa",04-MAY-25,"Prepaid","Basic","Active"
1446,"+251765668654","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",10-MAY-23,"Prepaid","Standard","Active"
1447,"+251776834991","Habtamu Tadesse","Oromia","East","Adama",18-SEP-24,"Prepaid","Premium","Active"
1448,"+251783457331","Imani Mohammed","Amhara","North","Bahir Dar",16-MAR-24,"Prepaid","Business","Active"
1449,"+251799491340","Jemal Hussein","Tigray","Central","Mekelle",11-MAY-23,"Prepaid","Student","Active"
1450,"+251708650846","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",09-APR-23,"Postpaid","Basic","Active"
1451,"+251716397748","Liya Getahun","Dire Dawa","City","Dire Dawa",30-NOV-23,"Hybrid","Standard","Active"
1452,"+251722703195","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",26-MAY-23,"Prepaid","Premium","Active"
1453,"+251734305408","Nardos Daniel","Oromia","East","Adama",15-MAY-24,"Prepaid","Business","Active"
1454,"+25174362907.","Omor Ahmed","Amhara","North","Bahir Dar",02-JUN-24,"Prepaid","Student","Active"
1455,"+251755456524","Saba Mesfin","Tigray","Central","Mekelle",28-JUL-25,"Prepaid","Basic","Active"
1456,"+25176705669.","Tedros Kebede","SNNPR","Gurage","Wolkite",09-SEP-25,"Prepaid","Standard","Active"
1457,"+251779420337","Urge Teshome","Dire Dawa","City","Dire Dawa",15-JAN-23,"Prepaid","Premium","Active"
1458,"+251782526863","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",17-AUG-24,"Prepaid","Business","Active"
1459,"+251795330179","Yordanos Worku","Oromia","East","Adama",19-JUL-25,"Prepaid","Student","Active"
1460,"+251704521089","Alemayehu Bekele","Amhara","North","Bahir Dar",16-DEC-24,"Postpaid","Basic","Suspended"
1461,"+251714974645","Biruk Tesfaye","Tigray","Central","Mekelle",25-MAY-23,"Hybrid","Standard","Terminated"
1462,"+251727559126","Chaltu Girma","SNNPR","Gurage","Wolkite",29-AUG-25,"Prepaid","Premium","Inactive"
1463,"+251731220033","Dereje Haile","Dire Dawa","City","Dire Dawa",16-JUN-23,"Prepaid","Business","Active"
1464,"+251742061223","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",21-OCT-24,"Prepaid","Student","Active"
1465,"+251757086817","Fasil Mengistu","Oromia","East","Adama",06-JAN-25,"Prepaid","Basic","Active"
1466,"+251763329653","Genet Abebe","Amhara","North","Bahir Dar",20-JUN-24,"Prepaid","Standard","Active"
1467,"+25177211639.","Habtamu Tadesse","Tigray","Central","Mekelle",09-MAY-24,"Prepaid","Premium","Active"
1468,"+251783480493","Imani Mohammed","SNNPR","Gurage","Wolkite",11-APR-23,"Prepaid","Business","Active"
1469,"+251791742030","Jemal Hussein","Dire Dawa","City","Dire Dawa",16-JUL-25,"Prepaid","Student","Active"
1470,"+251707556040","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",30-JUL-24,"Postpaid","Basic","Active"
1471,"+251716870696","Liya Getahun","Oromia","East","Adama",27-JUN-23,"Hybrid","Standard","Active"
1472,"+251724482265","Mulualem Assefa","Amhara","North","Bahir Dar",21-APR-25,"Prepaid","Premium","Active"
1473,"+251739326137","Nardos Daniel","Tigray","Central","Mekelle",29-MAY-25,"Prepaid","Business","Active"
1474,"+251748172099","Omor Ahmed","SNNPR","Gurage","Wolkite",30-APR-23,"Prepaid","Student","Active"
1475,"+251754784258","Saba Mesfin","Dire Dawa","City","Dire Dawa",02-MAY-25,"Prepaid","Basic","Active"
1476,"+251761602221","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",14-FEB-24,"Prepaid","Standard","Active"
1477,"+251774609232","Urge Teshome","Oromia","East","Adama",21-SEP-24,"Prepaid","Premium","Active"
1478,"+25178917617.","Wendimu Michael","Amhara","North","Bahir Dar",17-MAR-25,"Prepaid","Business","Active"
1479,"+251796397903","Yordanos Worku","Tigray","Central","Mekelle",23-MAR-24,"Prepaid","Student","Active"
1480,"+251708819000","Alemayehu Bekele","SNNPR","Gurage","Wolkite",23-JAN-23,"Postpaid","Basic","Suspended"
1481,"+251712250700","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",09-NOV-23,"Hybrid","Standard","Terminated"
1482,"+25172803606.","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",15-JUL-24,"Prepaid","Premium","Inactive"
1327,"+251778065362","Habtamu Tadesse","Oromia","East","Adama",13-SEP-23,"Prepaid","Premium","Active"
1328,"+251788728190","Imani Mohammed","Amhara","North","Bahir Dar",04-SEP-22,"Prepaid","Business","Active"
1329,"+251792326375","Jemal Hussein","Tigray","Central","Mekelle",01-DEC-22,"Prepaid","Student","Active"
1330,"+251703872868","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",05-JUL-24,"Postpaid","Basic","Active"
1331,"+251718901839","Liya Getahun","Dire Dawa","City","Dire Dawa",03-APR-25,"Hybrid","Standard","Active"
1332,"+251728464884","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",23-OCT-22,"Prepaid","Premium","Active"
1333,"+251738131530","Nardos Daniel","Oromia","East","Adama",26-SEP-24,"Prepaid","Business","Active"
1334,"+251747833711","Omor Ahmed","Amhara","North","Bahir Dar",24-DEC-23,"Prepaid","Student","Active"
1335,"+251759351695","Saba Mesfin","Tigray","Central","Mekelle",04-JAN-24,"Prepaid","Basic","Active"
1336,"+251768098796","Tedros Kebede","SNNPR","Gurage","Wolkite",21-JUL-25,"Prepaid","Standard","Active"
1337,"+251776270163","Urge Teshome","Dire Dawa","City","Dire Dawa",06-JUN-23,"Prepaid","Premium","Active"
1338,"+251788098692","Wendimu Michael","Addis Ababa","Center","Addis Ababa CBD",21-SEP-22,"Prepaid","Business","Active"
1339,"+251796697313","Yordanos Worku","Oromia","East","Adama",16-APR-25,"Prepaid","Student","Active"
1340,"+251703456659","Alemayehu Bekele","Amhara","North","Bahir Dar",14-DEC-23,"Postpaid","Basic","Suspended"
1341,"+251714164467","Biruk Tesfaye","Tigray","Central","Mekelle",01-JUL-24,"Hybrid","Standard","Terminated"
1342,"+251722256243","Chaltu Girma","SNNPR","Gurage","Wolkite",03-MAY-23,"Prepaid","Premium","Inactive"
1343,"+251734031501","Dereje Haile","Dire Dawa","City","Dire Dawa",17-SEP-25,"Prepaid","Business","Active"
1344,"+251749435458","Eleni Solomon","Addis Ababa","Center","Addis Ababa CBD",19-AUG-22,"Prepaid","Student","Active"
1345,"+251759524762","Fasil Mengistu","Oromia","East","Adama",27-AUG-22,"Prepaid","Basic","Active"
1346,"+251761404039","Genet Abebe","Amhara","North","Bahir Dar",17-APR-23,"Prepaid","Standard","Active"
1347,"+251778172221","Habtamu Tadesse","Tigray","Central","Mekelle",12-FEB-24,"Prepaid","Premium","Active"
1348,"+251786071381","Imani Mohammed","SNNPR","Gurage","Wolkite",14-AUG-23,"Prepaid","Business","Active"
1349,"+251795896301","Jemal Hussein","Dire Dawa","City","Dire Dawa",24-NOV-24,"Prepaid","Student","Active"
1350,"+251707656323","Kalkidan Yohannes","Addis Ababa","Center","Addis Ababa CBD",15-JUL-23,"Postpaid","Basic","Active"
1351,"+251712564653","Liya Getahun","Oromia","East","Adama",08-SEP-24,"Hybrid","Standard","Active"
1352,"+251724789621","Mulualem Assefa","Amhara","North","Bahir Dar",17-JUL-24,"Prepaid","Premium","Active"
1353,"+251731241275","Nardos Daniel","Tigray","Central","Mekelle",27-OCT-25,"Prepaid","Business","Active"
1354,"+251744422677","Omor Ahmed","SNNPR","Gurage","Wolkite",23-MAR-24,"Prepaid","Student","Active"
1355,"+251751097004","Saba Mesfin","Dire Dawa","City","Dire Dawa",03-MAY-23,"Prepaid","Basic","Active"
1356,"+251764249538","Tedros Kebede","Addis Ababa","Center","Addis Ababa CBD",26-OCT-24,"Prepaid","Standard","Active"
1357,"+251776524992","Urge Teshome","Oromia","East","Adama",11-SEP-24,"Prepaid","Premium","Active"
1358,"+251787774623","Wendimu Michael","Amhara","North","Bahir Dar",05-AUG-23,"Prepaid","Business","Active"
1359,"+251796825910","Yordanos Worku","Tigray","Central","Mekelle",22-APR-25,"Prepaid","Student","Active"
1360,"+25170806528.","Alemayehu Bekele","SNNPR","Gurage","Wolkite",22-MAR-25,"Postpaid","Basic","Suspended"
1361,"+251716466905","Biruk Tesfaye","Dire Dawa","City","Dire Dawa",07-OCT-25,"Hybrid","Standard","Terminated"
1362,"+251726114308","Chaltu Girma","Addis Ababa","Center","Addis Ababa CBD",06-MAR-25,"Prepaid","Premium","Inactive"
1363,"+251738590628","Dereje Haile","Oromia","East","Adama",08-JAN-24,"Prepaid","Business","Active"
1364,"+251741615043","Eleni Solomon","Amhara","North","Bahir Dar",30-APR-23,"Prepaid","Student","Active"
1365,"+251759173144","Fasil Mengistu","Tigray","Central","Mekelle",26-JUL-24,"Prepaid","Basic","Active"
1366,"+251763177297","Genet Abebe","SNNPR","Gurage","Wolkite",11-OCT-25,"Prepaid","Standard","Active"
1367,"+251773956164","Habtamu Tadesse","Dire Dawa","City","Dire Dawa",05-JUN-25,"Prepaid","Premium","Active"
1368,"+251789662131","Imani Mohammed","Addis Ababa","Center","Addis Ababa CBD",12-JUN-24,"Prepaid","Business","Active"
1369,"+251794951302","Jemal Hussein","Oromia","East","Adama",19-NOV-24,"Prepaid","Student","Active"
1370,"+251706947887","Kalkidan Yohannes","Amhara","North","Bahir Dar",08-MAY-24,"Postpaid","Basic","Active"
1371,"+251711261502","Liya Getahun","Tigray","Central","Mekelle",08-NOV-23,"Hybrid","Standard","Active"
1372,"+251726637147","Mulualem Assefa","SNNPR","Gurage","Wolkite",01-SEP-24,"Prepaid","Premium","Active"
1373,"+251736342540","Nardos Daniel","Dire Dawa","City","Dire Dawa",30-SEP-25,"Prepaid","Business","Active"
1374,"+251744996413","Omor Ahmed","Addis Ababa","Center","Addis Ababa CBD",21-APR-24,"Prepaid","Student","Active"
1375,"+251752351577","Saba Mesfin","Oromia","East","Adama",14-DEC-24,"Prepaid","Basic","Active"
1376,"+25176659850.","Tedros Kebede","Amhara","North","Bahir Dar",25-MAY-23,"Prepaid","Standard","Active"
1377,"+251775953226","Urge Teshome","Tigray","Central","Mekelle",19-NOV-23,"Prepaid","Premium","Active"
1378,"+25178292604.","Wendimu Michael","SNNPR","Gurage","Wolkite",24-DEC-22,"Prepaid","Business","Active"
1379,"+25179275206.","Yordanos Worku","Dire Dawa","City","Dire Dawa",15-OCT-24,"Prepaid","Student","Active"
1380,"+251707856709","Alemayehu Bekele","Addis Ababa","Center","Addis Ababa CBD",22-SEP-22,"Postpaid","Basic","Suspended"
1381,"+251715149583","Biruk Tesfaye","Oromia","East","Adama",15-MAR-25,"Hybrid","Standard","Terminated"
1382,"+251724024641","Chaltu Girma","Amhara","North","Bahir Dar",28-APR-24,"Prepaid","Premium","Inactive"
1383,"+25173431130.","Dereje Haile","Tigray","Central","Mekelle",06-DEC-23,"Prepaid","Business","Active"
1384,"+251741896583","Eleni Solomon","SNNPR","Gurage","Wolkite",03-FEB-23,"Prepaid","Student","Active"
1385,"+251752808030","Fasil Mengistu","Dire Dawa","City","Dire Dawa",18-MAR-24,"Prepaid","Basic","Active"
1386,"+251768061846","Genet Abebe","Addis Ababa","Center","Addis Ababa CBD",16-MAY-25,"Prepaid","Standard","Active"
1387,"+251771585339","Habtamu Tadesse","Oromia","East","Adama",23-FEB-25,"Prepaid","Premium","Active"
1388,"+251783706047","Imani Mohammed","Amhara","North","Bahir Dar",20-JUL-23,"Prepaid","Business","Active"
1389,"+251798416412","Jemal Hussein","Tigray","Central","Mekelle",18-DEC-22,"Prepaid","Student","Active"
1390,"+251702522048","Kalkidan Yohannes","SNNPR","Gurage","Wolkite",27-NOV-22,"Postpaid","Basic","Active"
1391,"+251711048086","Liya Getahun","Dire Dawa","City","Dire Dawa",14-MAY-23,"Hybrid","Standard","Active"
1392,"+251724529670","Mulualem Assefa","Addis Ababa","Center","Addis Ababa CBD",07-MAY-24,"Prepaid","Premium","Active"
1393,"+251739525646","Nardos Daniel","Oromia","East","Adama",12-OCT-23,"Prepaid","Business","Active"
1394,"+25174417248.","Omor Ahmed","Amhara","North","Bahir Dar",16-JAN-24,"Prepaid","Student","Active"
1395,"+251754650944","Saba Mesfin","Tigray","Central","Mekelle",05-MAR-25,"Prepaid","Basic","Active"
